id,naslov,avtor,povprecna_ocena,st_ocen,score
41913,The Children of Men,P.D. James,3.68,34951,1.262
63832,Blue Highways,William Least Heat-Moon,4.00,18977,1.261
14185,The Three Stigmata of Palmer Eldritch,Philip K. Dick,4.01,26455,1.260
219205,Lord Foul's Bane,Stephen R. Donaldson,3.72,38379,1.260
1000751,Pollyanna,Eleanor H. Porter,3.97,69495,1.260
9595,"Slapstick, or Lonesome No More!",Kurt Vonnegut,3.87,31952,1.256
22283,Survivor,Chuck Palahniuk,3.93,94329,1.252
10585,Insomnia,Stephen King,3.81,120634,1.252
10569,On Writing: A Memoir of the Craft,Stephen King,4.32,178476,1.244
57586,Giants in the Earth,O.E. Rølvaag,3.99,4584,1.238
588234,Ceremony,Leslie Marmon Silko,3.75,15219,1.235
240130,The Paper Bag Princess,Robert Munsch,4.32,44132,1.235
24731,The Tortilla Curtain,T. Coraghessan Boyle,3.65,24746,1.232
366524,Call It Sleep,Henry Roth,3.83,7207,1.231
28634,Immortality,Milan Kundera,4.13,26010,1.231
28541,Dragonsong,Anne McCaffrey,4.25,42653,1.225
81903,Curtain,Agatha Christie,4.07,25044,1.222
77507,Red Mars,Kim Stanley Robinson,3.85,56538,1.220
119322,The Golden Compass,Philip Pullman,3.96,1098100,1.219
233667,Firestarter,Stephen King,3.86,163294,1.215
46945,Requiem for a Dream,Hubert Selby Jr.,4.11,44022,1.214
23529,From Hell,Alan Moore,4.16,29126,1.214
6163,"The Border Trilogy: All the Pretty Horses, The Crossing, Cities of the Plain",Cormac McCarthy,4.44,5109,1.206
29581,Foundation and Empire,Isaac Asimov,4.21,128944,1.202
12659,Texas,James A. Michener,4.07,15522,1.199
53969,The Feast of the Goat,Mario Vargas Llosa,4.24,19651,1.194
475339,Madeline,Ludwig Bemelmans,4.22,176560,1.192
34484,Small Gods,Terry Pratchett,4.28,89142,1.190
34527,Feet of Clay,Terry Pratchett,4.28,59321,1.188
647,No Logo,Naomi Klein,3.87,23203,1.185
118389,The Love Song of J. Alfred Prufrock and Other Poems,T.S. Eliot,4.32,16159,1.173
9605,Cat's Cradle/God Bless You Mr. Rosewater/Breakfast of Champions,Kurt Vonnegut,4.35,893,1.171
8252,Farmer Boy,Laura Ingalls Wilder,4.05,49464,1.170
41667,My Side of the Mountain,Jean Craighead George,4.04,55161,1.170
30852,The Woman Warrior,Maxine Hong Kingston,3.73,21412,1.169
16331,Murder at the Vicarage,Agatha Christie,4.04,116428,1.169
10009,Homo Faber,Max Frisch,3.75,14036,1.165
15197,Maus II: A Survivor's Tale: And Here My Troubles Began,Art Spiegelman,4.38,109045,1.165
1111,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.50,9383,1.164
9416,Confessions of a Shopaholic,Sophie Kinsella,3.62,585268,1.162
5488,The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street,Naguib Mahfouz,4.46,3322,1.162
205189,Auto-da-Fé,Elias Canetti,4.05,3905,1.159
41424,Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,4.05,64585,1.159
31181,Breathing Lessons,Anne Tyler,3.66,21353,1.155
390711,Noble House,James Clavell,4.24,34091,1.153
56373,Tipping the Velvet,Sarah Waters,4.00,51043,1.150
330244,The Member of the Wedding,Carson McCullers,3.81,13074,1.147
12995,The Hamlet,William Faulkner,3.87,4204,1.146
12287,Endgame,Samuel Beckett,3.85,12959,1.144
23807,The Silence of the Lambs,Thomas   Harris,4.17,394810,1.143
27999,Close Range,Annie Proulx,3.98,13421,1.142
92163,Sarum: The Novel of England,Edward Rutherfurd,4.08,37128,1.140
739840,Bambi,Felix Salten,4.11,30948,1.139
14142,The Art of Loving,Erich Fromm,4.03,39948,1.131
78159,The Story of Civilization,Will Durant,4.44,1352,1.131
23887,The Autumn of the Patriarch,Gabriel García Márquez,3.84,15304,1.125
46227,Ask the Dust,John Fante,4.13,23523,1.123
57936,Seven Pillars of Wisdom: A Triumph,T.E. Lawrence,4.02,5900,1.123
193755,The Diving Bell and the Butterfly,Jean-Dominique Bauby,4.01,50533,1.116
929782,Martin Eden,Jack London,4.41,18352,1.115
243381,Berlin Alexanderplatz,Alfred Döblin,3.83,5647,1.113
328854,Motherless Brooklyn,Jonathan Lethem,3.91,27079,1.105
17878917,"I, the Sun",Janet E. Morris,4.28,341,1.100
136096,"If Not Now, When?",Primo Levi,4.23,2359,1.097
85448,The Great Santini,Pat Conroy,4.14,27168,1.096
577283,The Confessions of Nat Turner,William Styron,3.97,13096,1.095
9912,The Rules of Attraction,Bret Easton Ellis,3.71,34603,1.095
5191,The Pilot's Wife,Anita Shreve,3.51,81231,1.093
53447,El túnel,Ernesto Sabato,4.05,33895,1.092
55428,Goodbye to All That,Robert Graves,4.05,8705,1.091
109830,Man's Fate,André Malraux,3.76,3711,1.088
11466,This Boy's Life,Tobias Wolff,3.98,23011,1.087
77239,Andersonville,MacKinlay Kantor,4.11,6847,1.081
11553,Boy's Life,Robert R. McCammon,4.34,21462,1.072
52783,Henderson the Rain King,Saul Bellow,3.79,12852,1.071
42986,War and Remembrance,Herman Wouk,4.39,30023,1.070
1677,Sobre héroes y tumbas,Ernesto Sabato,4.28,7237,1.070
4747871,Mrs. Mike,Benedict Freedman,4.14,15810,1.065
9915,Less Than Zero,Bret Easton Ellis,3.59,56039,1.065
357664,Because of Winn-Dixie,Kate DiCamillo,4.02,174716,1.063
92364,Eye of the Needle,Ken Follett,4.17,109012,1.060
85391,Rabbit Is Rich,John Updike,3.90,14490,1.057
34897,The Dragon Reborn,Robert Jordan,4.24,178469,1.054
77430,Master and Commander,Patrick O&#39;Brian,4.11,39486,1.054
8822,Earthly Powers,Anthony Burgess,4.16,2363,1.054
52251,Claudius the God and His Wife Messalina,Robert Graves,4.22,10756,1.052
47212,Storm Front,Jim Butcher,4.02,244883,1.052
77773,To Say Nothing of the Dog,Connie Willis,4.13,28463,1.048
92160,London,Edward Rutherfurd,4.06,23101,1.047
90619,"Little, Big",John Crowley,3.84,9030,1.047
114282,The Littlest Angel,Charles Tazewell,4.28,5679,1.045
28877,Red Dragon,Thomas   Harris,4.02,229763,1.041
531262,A Handful of Dust,Evelyn Waugh,3.92,20777,1.038
50051,The Last Picture Show,Larry McMurtry,3.96,12205,1.034
672948,Arch of Triumph: A Novel of a Man Without a Country,Erich Maria Remarque,4.41,15591,1.028
2270120,"Dollanganger Boxed Set: Flowers in the Attic / If There Be Thorns / Petals on the Wind / Seeds of Yesterday / Garden of Shadows(Dollanganger, prequel-4",V.C. Andrews,4.17,3785,1.026
479415,The Horse Whisperer,Nicholas Evans,3.80,46620,1.025
4339,Dispatches,Michael Herr,4.23,13832,1.021
50,Hatchet,Gary Paulsen,3.69,260395,1.015
44796,The Moon and Sixpence,W. Somerset Maugham,4.13,15130,1.014
11389,Arrowsmith,Sinclair Lewis,3.81,6149,1.011
600335,The Dollmaker,Harriette Simpson Arnow,4.16,2890,1.010
48862,Brighton Rock,Graham Greene,3.72,18487,1.008
226728,The Mammoth Hunters,Jean M. Auel,3.89,55439,1.008
189783,The Elfstones of Shannara,Terry Brooks,3.97,59314,1.001
659469,The Hobbit: Graphic Novel,Chuck Dixon,4.48,159106,1.001
428,Play It as It Lays,Joan Didion,3.87,22662,999
10605,Thinner,Richard Bachman,3.69,151370,993
100933,That Hideous Strength,C.S. Lewis,3.88,26054,991
117047,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,Richard Dawkins,4.09,26735,988
72659,Never Cry Wolf,Farley Mowat,4.19,19767,984
41219,Possession,A.S. Byatt,3.88,64308,974
31338,Memnoch the Devil,Anne Rice,3.74,71097,973
28547,Dragonsinger,Anne McCaffrey,4.27,37323,970
50144,Kitchen,Banana Yoshimoto,3.84,36882,969
130115,The Grass is Singing,Doris Lessing,3.82,8945,961
12096,Rhinoceros / The Chairs / The Lesson,Eugène Ionesco,4.01,5269,959
165395,Rubyfruit Jungle,Rita Mae Brown,3.89,28108,956
466537,Future Shock,Alvin Toffler,3.79,3763,954
14349,The Pearl/The Red Pony,John Steinbeck,3.64,1447,950
219919,The Robe,Lloyd C. Douglas,4.20,21389,947
265102,I'm Not Stiller,Max Frisch,4.05,3327,945
34517,Reaper Man,Terry Pratchett,4.28,69779,927
33514,The Elements of Style,William Strunk Jr.,4.20,63007,924
131359,Death on the Nile,Agatha Christie,4.08,88696,923
46677,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Judith Viorst,4.22,158672,922
8695,The Restaurant at the End of the Universe,Douglas Adams,4.22,194325,912
19312,The Brothers Lionheart,Astrid Lindgren,4.36,24164,911
6870,Enduring Love,Ian McEwan,3.63,33469,908
89723,The Lottery and Other Stories,Shirley Jackson,4.06,55753,905
7101,The 42nd Parallel,John Dos Passos,3.83,5308,904
116343,The Hollow Hills,Mary  Stewart,4.23,19075,904
39242,The Milagro Beanfield War,John     Nichols,4.09,9019,904
34497,The Color of Magic,Terry Pratchett,3.99,260412,904
59151,Chess Story,Stefan Zweig,4.29,43752,902
4645,The Snows of Kilimanjaro and Other Stories,Ernest Hemingway,3.88,29688,902
18798,The Guermantes Way,Marcel Proust,4.31,5735,900
15836,Fugitive Pieces,Anne Michaels,3.94,12436,898
258079,The Go-Between,L.P. Hartley,3.94,6935,898
822115,The Complete Poems of Anna Akhmatova,Anna Akhmatova,4.44,6491,897
42955,The Drifters,James A. Michener,4.04,6582,892
44234,The Civil War: A Narrative,Shelby Foote,4.52,6583,892
218427,Gateway,Frederik Pohl,4.07,35188,889
351559,Murder Must Advertise,Dorothy L. Sayers,4.21,17074,888
827,"The Diamond Age: Or, A Young Lady's Illustrated Primer",Neal Stephenson,4.19,72784,888
841110,The Fall of Freddie the Leaf: A Story Of Life For All Ages,Leo F. Buscaglia,4.28,1297,887
10238,The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism,Fritjof Capra,3.97,15032,885
71776,At Home in Mitford,Jan Karon,4.11,53582,885
413,Mason and Dixon,Thomas Pynchon,4.06,8281,885
77661,The Daughter of Time,Josephine Tey,3.94,19955,884
9589,Hocus Pocus,Kurt Vonnegut,3.82,27468,882
11422,Redeeming Love,Francine Rivers,4.49,177016,882
229123,Christy,Catherine Marshall,4.22,45717,881
18789,Sanctuary,William Faulkner,3.64,9823,880
429597,"Selected Poems, 1923-1958",E.E. Cummings,4.22,799,879
14940,Who's Afraid of Virginia Woolf?,Edward Albee,4.09,55337,877
259020,The Golden Bowl,Henry James,3.78,9909,876
77394,Anne's House of Dreams,L.M. Montgomery,4.13,74379,876
77449,Here be Dragons,Sharon Kay Penman,4.30,19027,876
16948,Children of God,Mary Doria Russell,4.06,15362,874
6748,A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,David Foster Wallace,4.27,29304,873
48858,Travels With My Aunt,Graham Greene,3.84,8867,873
65840,Anne of Windy Poplars,L.M. Montgomery,4.06,62446,869
